ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
Seq_5650,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA
Seq_5651,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
Seq_5652,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
Seq_5653,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_5654,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5655,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA
Seq_5656,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
Seq_5657,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
Seq_5658,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA
Seq_5659,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Cystobacter,NA
Seq_5660,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,NA
Seq_5661,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
Seq_5662,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,NA,NA,NA
Seq_5663,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
Seq_5664,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
Seq_5665,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia,NA
Seq_5666,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
Seq_5667,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,NA
Seq_5669,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin516,NA
Seq_5670,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
Seq_5671,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Seq_5672,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,viridis
Seq_5673,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
Seq_5674,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
Seq_5675,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq_5676,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
Seq_5677,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
Seq_5678,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
Seq_5679,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_fa,Oligoflexus,NA
Seq_5680,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Seq_5681,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
Seq_5682,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_fa,Oligoflexus,NA
Seq_5683,Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionales_fa,NA,NA
Seq_5684,Bacteria,Chloroflexi,OLB14,NA,NA,NA,NA
Seq_5685,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq_5686,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
Seq_5687,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
Seq_5688,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,pineti
Seq_5689,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,NA,NA
Seq_5690,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
Seq_5691,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
Seq_5692,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
Seq_5693,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
Seq_5694,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5695,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
Seq_5696,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
Seq_5697,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
Seq_5698,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,NA
Seq_5699,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,NA
Seq_5700,Bacteria,Chloroflexi,OLB14,NA,NA,NA,NA
Seq_5701,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,NA
Seq_5702,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
Seq_5703,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5704,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,NA,NA
Seq_5705,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
Seq_5706,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,NA
Seq_5707,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
Seq_5708,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,NA,NA,NA
Seq_5709,Eukaryota,NA,NA,NA,NA,NA,NA
Seq_5710,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
Seq_5711,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
Seq_5712,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5713,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
Seq_5714,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
Seq_5715,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Seq_5716,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
Seq_5717,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Seq_5718,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,NA,NA
Seq_5719,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
Seq_5720,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,NA
Seq_5721,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Seq_5722,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,NA
Seq_5723,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
Seq_5724,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,NA
Seq_5725,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
Seq_5726,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
Seq_5727,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
Seq_5728,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA
Seq_5729,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,NA
Seq_5730,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella,NA
Seq_5731,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
Seq_5732,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter,NA
Seq_5733,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
Seq_5734,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
Seq_5735,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
Seq_5736,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA
Seq_5737,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,NA
Seq_5738,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA
Seq_5739,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,NA
Seq_5740,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,NA
Seq_5741,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
Seq_5742,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,NA
Seq_5743,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,NA,NA
Seq_5744,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
Seq_5745,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
Seq_5746,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5747,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,NA
Seq_5748,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
Seq_5749,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,NA
Seq_5750,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,NA
Seq_5751,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
Seq_5752,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
Seq_5753,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,NA
Seq_5754,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
Seq_5755,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Ereboglobus,NA
Seq_5756,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA
Seq_5757,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
Seq_5758,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,NA
Seq_5759,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
Seq_5760,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,NA
Seq_5761,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,NA,NA
Seq_5762,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
Seq_5763,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
Seq_5764,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,NA
Seq_5765,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,NA
Seq_5766,NA,NA,NA,NA,NA,NA,NA
Seq_5767,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
Seq_5768,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,NA
Seq_5769,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
Seq_5770,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_fa,Oligoflexus,NA
Seq_5771,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Seq_5772,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
Seq_5773,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Seq_5774,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_5775,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_5776,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_5777,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5778,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_5779,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,NA
Seq_5780,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,NA,NA
Seq_5781,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Seq_5782,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Seq_5783,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA
Seq_5784,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_5785,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
Seq_5787,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
Seq_5788,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,NA,NA
Seq_5789,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA
Seq_5791,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq_5792,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_fa,Hydrogenoanaerobacterium,NA
Seq_5793,Bacteria,Firmicutes,Clostridia,Eubacteriales,Anaerofustaceae,Anaerofustis,NA
Seq_5794,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_5795,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5796,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Seq_5797,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_5798,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA
Seq_5799,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
Seq_5800,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_5801,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
Seq_5802,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,NA
Seq_5803,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_5804,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA
Seq_5805,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
Seq_5806,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_5807,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
Seq_5808,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA
Seq_5809,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Breznakia,NA
Seq_5810,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,NA
Seq_5811,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq_5812,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq_5813,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
Seq_5814,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA
Seq_5815,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_5816,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,NA,NA
Seq_5817,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
Seq_5818,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA,NA
Seq_5819,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
Seq_5820,Archaea,Thermoplasmatota,Thermoplasmatota_cl,Thermoplasmatota_or,Thermoplasmatota_fa,NA,NA
Seq_5821,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Seq_5822,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Seq_5823,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus_Obscuribacter,NA
Seq_5824,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Pasteuria,NA
Seq_5825,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_5826,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,NA
Seq_5827,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA
Seq_5828,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq_5829,Bacteria,WPS-2,NA,NA,NA,NA,NA
Seq_5830,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
Seq_5831,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
Seq_5832,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,NA
Seq_5833,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,NA
Seq_5834,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
Seq_5835,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
Seq_5836,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Caryophanon,NA
Seq_5837,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Peptoniphilus,NA
Seq_5838,Bacteria,Chloroflexi,NA,NA,NA,NA,NA
Seq_5839,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,NA
Seq_5840,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Seq_5841,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq_5842,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq_5843,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,NA
Seq_5844,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,NA
Seq_5845,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA
Seq_5846,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA
Seq_5847,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,NA,NA,NA
Seq_5848,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
Seq_5849,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
Seq_5850,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
Seq_5851,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Seq_5852,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
Seq_5853,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
Seq_5854,Bacteria,Proteobacteria,Gammaproteobacteria,WD260,NA,NA,NA
Seq_5855,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5856,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,NA,NA
Seq_5857,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5858,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_5859,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq_5860,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
Seq_5861,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Flexivirga,NA
Seq_5862,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
Seq_5863,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
Seq_5864,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
Seq_5865,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
Seq_5866,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Solimonas,NA
Seq_5867,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,NA
Seq_5868,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,NA
Seq_5869,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
Seq_5870,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
Seq_5871,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,NA,NA,NA
Seq_5872,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Arachidicoccus,NA
Seq_5873,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
Seq_5874,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_5875,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,NA
Seq_5876,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
Seq_5877,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
Seq_5878,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA
Seq_5879,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_5880,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Cryptosporangiaceae,Cryptosporangium,NA
Seq_5881,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_5882,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
Seq_5883,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,NA,NA
Seq_5884,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,NA,NA,NA
Seq_5885,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA,NA
Seq_5886,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_5887,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
Seq_5888,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,NA
Seq_5889,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
Seq_5890,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5891,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_5892,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Seq_5893,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_5894,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_5895,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,NA,NA
Seq_5896,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
Seq_5897,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,NA,NA,NA
Seq_5898,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
Seq_5899,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
Seq_5900,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
Seq_5901,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,NA
Seq_5902,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
Seq_5903,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
Seq_5904,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
Seq_5905,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5906,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
Seq_5907,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
Seq_5908,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,NA
Seq_5909,Bacteria,Chloroflexi,NA,NA,NA,NA,NA
Seq_5910,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,NA
Seq_5911,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
Seq_5912,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,NA
Seq_5913,NA,NA,NA,NA,NA,NA,NA
Seq_5914,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
Seq_5915,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA
Seq_5916,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
Seq_5917,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
