Species	Day	ASV	log2FoldChange	lfcSE	pvalue	padj	ASV_count	count_per_group	Significance
Glomeris connexa	3 d	Seq_1259	-1.1847968594016582	1.057861348978857	0.7863321890051604	1	7	3	Fail
Glomeris connexa	3 d	Seq_1264	0.44932840979389443	1.0809772035561263	0.07199619681723603	0.3022353735843494	8	3	Fail
Glomeris connexa	3 d	Seq_128	-4.061915493918162	0.9750587919628262	0.9999432683006448	1	10	3	Fail
Glomeris connexa	3 d	Seq_1288	-1.5333042804276185	1.3309198414728685	0.9141615906270584	1	10	3	Fail
Glomeris connexa	3 d	Seq_1297	0.14621975222952655	0.9634447449377485	0.21551899164825142	0.6097610495413942	4	3	Fail
Glomeris connexa	3 d	Seq_130	-0.8447703681929851	1.6001550889822216	0.9923407923795146	1	5	1	Fail
Glomeris connexa	3 d	Seq_1300	0.046641665023062516	0.9663948636353927	0.3820606797379566	0.9486618718253895	9	3	Fail
Glomeris connexa	3 d	Seq_1306	-0.8442534260443287	0.793435948490327	0.41577627533381956	0.9748589643467884	6	3	Fail
Glomeris connexa	3 d	Seq_1315	0.5701889567453328	1.302215550481192	0.0034752122527552374	0.02573135880763452	7	2	Pass
Glomeris connexa	3 d	Seq_1327	-0.2395565133842601	0.83317987443505	0.679285686168377	1	6	2	Fail
Glomeris connexa	3 d	Seq_1343	1.1381940241820585	1.4041948069288703	8.916284156586497e-4	0.006200870345262428	6	3	Pass
Glomeris connexa	3 d	Seq_1349	-0.35804249299352886	0.9482717330019295	0.7821334588451773	1	2	1	Fail
Glomeris connexa	3 d	Seq_1353	-0.2066626520915682	1.0398183385148265	0.8507455601702244	Inf	5	3	Fail
Glomeris connexa	3 d	Seq_1356	-0.5926340472356848	1.295952586228924	Inf	Inf	7	3	Fail
Glomeris connexa	3 d	Seq_1363	-0.0989528145512981	0.8857895979730908	0.11765719431075912	0.423261814589406	7	3	Fail
Glomeris connexa	3 d	Seq_1366	-0.6243212908248688	1.245799574298915	Inf	Inf	3	1	Fail
Glomeris connexa	3 d	Seq_1369	-11.761328861711169	4.049577402670131	0.9999999114799589	1	3	1	Fail
Glomeris connexa	3 d	Seq_138	2.4683763132027363	1.3915347543717098	6.80733962865753e-4	0.007101711072058936	12	3	Pass
Glomeris connexa	3 d	Seq_1388	0.5368373272455984	1.1450413214937605	0.024920538259552292	0.14146070247334097	7	3	Fail
Glomeris connexa	3 d	Seq_14	3.0287711383535223	1.2913791870965992	1.1080056248821106e-7	2.1190607575870366e-6	5	2	Pass
Glomeris connexa	3 d	Seq_141	-0.9869791744931172	1.569664302980613	8.886942993181207e-5	0.0014320537262068837	8	3	Pass
Glomeris connexa	3 d	Seq_1413	-3.432562036816777	1.8630978578285777	0.19074089729456775	0.5467853075698053	9	3	Fail
Glomeris connexa	3 d	Seq_1416	-0.7011114447368428	1.0888961465442493	0.8569771998798096	1	7	3	Fail
Glomeris connexa	3 d	Seq_1417	-0.03481191759942177	0.973479683020178	0.40927954080370266	0.9748589643467884	3	2	Fail
Glomeris connexa	3 d	Seq_1424	0.19998018371382786	1.0423752139838989	Inf	Inf	3	2	Fail
Glomeris connexa	3 d	Seq_1427	-0.3755314668045656	1.1276852983970893	0.9963300081275681	1	5	2	Fail
Glomeris connexa	3 d	Seq_1439	-7.056343056857378	2.9467383040635546	0.9870515210376564	1	3	2	Fail
Glomeris connexa	3 d	Seq_144	-3.3497297640098926	1.8151762472892767	0.9502325906171861	1	9	3	Fail
Glomeris connexa	3 d	Seq_1445	-0.13699276262475737	0.9947901894826325	0.6718904806962085	1	5	2	Fail
Glomeris connexa	3 d	Seq_1459	-0.08191727792670593	0.8741944144306453	0.5745208258868283	1	5	1	Fail
Glomeris connexa	3 d	Seq_1465	0.19094227728890523	1.0384003247600768	0.11842558542916022	0.423261814589406	5	2	Fail
Glomeris connexa	3 d	Seq_1479	-3.3511590028866327	1.7146184073363053	0.9933688369840804	1	2	2	Fail
Glomeris connexa	3 d	Seq_148	1.6970185246468508	0.681862199495096	2.2059070915560335e-4	0.00264708850986724	9	3	Pass
Glomeris connexa	3 d	Seq_1480	0.1661136869720803	1.0277031869323359	0.3166264733122576	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_1484	0.22890286210537641	0.9951477413000636	0.16526355185348723	0.5272043885574056	10	3	Fail
Glomeris connexa	3 d	Seq_1491	-0.0017718324775950756	0.9681372428757231	0.40542710011994754	0.8975683473114882	3	3	Fail
Glomeris connexa	3 d	Seq_1492	-1.12405671493157	2.5323558822113235	0.9998116042370624	1	7	1	Fail
Glomeris connexa	3 d	Seq_15	0.11224272264498136	0.9731214725306767	0.5420432209202775	1	8	2	Fail
Glomeris connexa	3 d	Seq_150	-0.02409620470287697	1.1147056360451415	2.365623831398148e-7	4.258122896516666e-6	10	3	Pass
Glomeris connexa	3 d	Seq_151	0.7037689480477712	1.013514616670199	0.0668386990805945	0.29654871086332735	12	3	Fail
Glomeris connexa	3 d	Seq_1512	-5.8793439573912964	1.8541433150026128	Inf	Inf	3	1	Fail
Glomeris connexa	3 d	Seq_152	-0.28097898474495175	1.0730342339343444	0.9165821164600083	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_153	1.033338443071712	0.6019025844130882	3.188746045949595e-4	0.0025019392052835284	12	3	Pass
Glomeris connexa	3 d	Seq_1532	0.3168128988269015	1.0912033318123477	0.024438199363855828	0.1119038858777623	1	1	Fail
Glomeris connexa	3 d	Seq_1533	-0.2281726623276692	0.9729246964860216	0.7237831936959357	1	9	2	Fail
Glomeris connexa	3 d	Seq_1538	-0.2910603682466409	1.0804279820431775	Inf	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_155	0.3619037788208985	0.9407190692871739	0.09650789640408372	0.3840417320822301	10	3	Fail
Glomeris connexa	3 d	Seq_1557	0.28189711255769634	0.9722312673424636	0.13165394534237684	0.41650520890133763	5	2	Fail
Glomeris connexa	3 d	Seq_1561	0.19720521735289748	1.0405048545986333	0.1700131416235601	Inf	9	3	Fail
Glomeris connexa	3 d	Seq_1564	3.402651391902675	2.0743978493314166	2.5373405179554067e-6	5.1548075785830894e-5	3	3	Pass
Glomeris connexa	3 d	Seq_1567	0.1890265049328943	1.0237791253444317	0.08292025251473088	0.3369180786388013	5	2	Fail
Glomeris connexa	3 d	Seq_157	-0.6694442809994993	0.5870533784624379	0.7022644138110998	1	7	2	Fail
Glomeris connexa	3 d	Seq_1574	-2.658988455673545	3.7422775595645037	0.9998503881697153	1	9	3	Fail
Glomeris connexa	3 d	Seq_1583	-1.5499978530628302	2.1529846547791776	0.98504544810831	1	3	1	Fail
Glomeris connexa	3 d	Seq_1587	-0.2337853659163809	0.8825215224140504	0.6596412001770595	1	3	3	Fail
Glomeris connexa	3 d	Seq_1588	0.008983493768150335	0.9957687606225881	0.2593090684214251	0.6913200501621884	7	3	Fail
Glomeris connexa	3 d	Seq_1599	-0.2938887786483736	1.0826388371622013	0.9580337701659394	Inf	5	1	Fail
Glomeris connexa	3 d	Seq_16	-0.13924246174829827	0.9470327481408358	0.6041843455165502	1	9	2	Fail
Glomeris connexa	3 d	Seq_1602	-1.4741510791773544	2.1081707391948523	0.8611249631489988	1	6	2	Fail
Glomeris connexa	3 d	Seq_1608	0.23113248563038297	1.0054120738476078	0.2031632513594463	0.6409067517112429	5	3	Fail
Glomeris connexa	3 d	Seq_1615	8.412541160244295	3.1327599514014612	6.220179817838731e-7	1.2733073980046344e-5	4	1	Pass
Glomeris connexa	3 d	Seq_1620	-0.33768348458855857	1.0288045484575439	0.8529168789524113	1	8	3	Fail
Glomeris connexa	3 d	Seq_1621	-0.5228231300934553	1.384227092363172	0.5338464810708247	1	10	3	Fail
Glomeris connexa	3 d	Seq_1627	0.46693021113904937	1.2100204371724541	0.0018175306747798318	0.01492695405244713	5	3	Pass
Glomeris connexa	3 d	Seq_1628	-4.009561717697526	1.839791991781715	0.6440600164500111	1	3	3	Fail
Glomeris connexa	3 d	Seq_164	-0.3491489647459632	1.031316947323115	0.8115695747185322	1	8	2	Fail
Glomeris connexa	3 d	Seq_1641	0.22299022190546428	1.0321596511461282	0.17638729196968778	0.5580778254122909	3	1	Fail
Glomeris connexa	3 d	Seq_165	-0.7308182449590938	0.5954405082586043	0.5386063217715675	1	9	3	Fail
Glomeris connexa	3 d	Seq_1672	-1.9374717612708872	1.6654372430521627	0.9397374870141207	1	6	2	Fail
Glomeris connexa	3 d	Seq_1679	0.7569337994317331	1.2546896745549079	0.006399403800797577	0.04124060227180661	6	3	Pass
Glomeris connexa	3 d	Seq_1683	-0.09989261201557338	0.9875463280510428	Inf	Inf	6	1	Fail
Glomeris connexa	3 d	Seq_17	-0.18329368578417196	0.89749144354389	0.6620541423283635	1	1	1	Fail
Glomeris connexa	3 d	Seq_1700	-0.2938189773598364	1.082591559050921	0.9545893475507241	Inf	5	2	Fail
Glomeris connexa	3 d	Seq_1706	-8.819962464223748	3.364986022083606	0.9819333316525112	1	8	3	Fail
Glomeris connexa	3 d	Seq_1709	-0.19416649394595376	1.0255520898165538	0.6134886479809178	1	5	3	Fail
Glomeris connexa	3 d	Seq_1713	-5.8082001690170335	2.2727249124999878	0.9999999991668609	1	3	2	Fail
Glomeris connexa	3 d	Seq_1717	0.17960953612602287	1.03265723682173	Inf	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_172	-0.9315380435816767	0.740340573257722	0.9479389811907937	1	12	3	Fail
Glomeris connexa	3 d	Seq_1722	-9.749392750870076	4.671776154291601	0.9999181644989757	1	1	1	Fail
Glomeris connexa	3 d	Seq_1724	0.22188451471046342	1.0502561552328264	0.062119430218645605	0.22997406080945393	6	2	Fail
Glomeris connexa	3 d	Seq_1727	-0.0870193513138072	0.9584678363162865	0.6046038246049171	1	1	1	Fail
Glomeris connexa	3 d	Seq_1730	0.5542279465967627	1.244005974998856	0.011544796700347137	0.06809473308001363	3	1	Pass
Glomeris connexa	3 d	Seq_1732	0.3857278455261769	1.0949989440508587	0.049782078409209875	0.2372331143945063	4	1	Fail
Glomeris connexa	3 d	Seq_1733	0.002596439676991852	0.9800730741441505	0.5009597147422629	1	5	1	Fail
Glomeris connexa	3 d	Seq_174	0.5677703839905736	1.2072217939924603	0.044505283695643556	0.17599816734186316	4	1	Fail
Glomeris connexa	3 d	Seq_1749	-0.29452774142837834	1.0831657764780567	0.9561124168194798	Inf	2	2	Fail
Glomeris connexa	3 d	Seq_1757	2.1004609321290433	2.49609727042285	2.2996870212885624e-4	0.0029589306340579505	6	3	Pass
Glomeris connexa	3 d	Seq_1759	-1.0722685837392112	1.3873642340834793	0.9612932135370349	1	1	1	Fail
Glomeris connexa	3 d	Seq_176	-5.002968291978887	1.3643396530505891	0.9999922439417792	1	5	1	Fail
Glomeris connexa	3 d	Seq_1763	1.28756331657609	1.7142956050256406	7.618214622474049e-4	0.007540079087884572	5	3	Pass
Glomeris connexa	3 d	Seq_1766	-0.223064902288003	1.0340583514410955	Inf	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_1770	0.1719618778071087	1.0176788901031917	0.1571434318655649	0.5111552807934453	6	2	Fail
Glomeris connexa	3 d	Seq_178	-1.958710203981889	0.9084353322092527	0.9882426151825753	1	9	3	Fail
Glomeris connexa	3 d	Seq_1788	-0.3043489924987372	1.0592877553232118	0.7444903605775939	1	2	2	Fail
Glomeris connexa	3 d	Seq_179	-2.6381464594344366	0.8346354333528508	0.9991730098848534	1	6	3	Fail
Glomeris connexa	3 d	Seq_1794	0.19525131290196854	1.03917793243464	Inf	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_18	1.9496562525314627	1.6879955598962992	0.0011650859096911364	0.010778728345736118	12	3	Pass
Glomeris connexa	3 d	Seq_180	-1.8116470767997703	0.8562688716052801	0.9705750827336265	1	9	3	Fail
Glomeris connexa	3 d	Seq_1808	-14.140269606887712	3.5499063534834017	1	1	1	1	Fail
Glomeris connexa	3 d	Seq_181	-0.4786595574630705	0.537342770964699	0.4704250311794373	1	10	3	Fail
Glomeris connexa	3 d	Seq_1812	-0.5015026447685796	1.2176374277539024	0.9987807439507435	1	2	1	Fail
Glomeris connexa	3 d	Seq_1818	-0.2970655295270108	1.0851976200601465	0.9768135891097041	1	3	1	Fail
Glomeris connexa	3 d	Seq_1821	0.23518942633746187	1.0547547240822652	0.07583372852325634	Inf	5	2	Fail
Glomeris connexa	3 d	Seq_1823	-1.7222502548412204	1.2385206160748194	0.9005983222910395	1	4	2	Fail
Glomeris connexa	3 d	Seq_1824	1.344395508322897	1.3747396995193786	0.012846395016211867	0.07329233398677841	2	2	Pass
Glomeris connexa	3 d	Seq_1826	-0.09634428307231856	0.9900515331589557	0.6486033740697006	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_1832	-8.496910724909322	3.0880636872712177	0.9999999993230244	1	7	3	Fail
Glomeris connexa	3 d	Seq_184	0.08107587242165795	0.9906974918876429	Inf	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_186	4.17774574041307	1.8996895901155435	2.113586284071992e-7	5.253771620407523e-6	6	3	Pass
Glomeris connexa	3 d	Seq_1868	-0.22705448427550076	1.0365354873269474	Inf	Inf	4	1	Fail
Glomeris connexa	3 d	Seq_1879	-0.164371181255821	1.006540317399458	Inf	Inf	7	1	Fail
Glomeris connexa	3 d	Seq_188	1.254493774397085	1.4708320818672485	0.003738864399476825	0.02775387804227028	11	3	Pass
Glomeris connexa	3 d	Seq_1882	-0.2937813414428522	1.0825588347270472	0.960393295812046	Inf	3	1	Fail
Glomeris connexa	3 d	Seq_1888	3.674067820358447	2.2954481612639124	8.9039609919599e-5	0.0014320537262068837	6	2	Pass
Glomeris connexa	3 d	Seq_189	0.1936005675481418	1.03615865568511	0.08246895907808018	0.3369180786388013	3	2	Fail
Glomeris connexa	3 d	Seq_1892	-0.623735039305678	1.190432317045933	0.9294608055086089	1	2	1	Fail
Glomeris connexa	3 d	Seq_190	0.2909003856442083	1.078506198618261	0.04030812561444164	0.16502620839794926	7	1	Fail
Glomeris connexa	3 d	Seq_1901	0.031187935751384992	1.103945660949087	0.032934845107974446	0.13977226948262328	5	3	Fail
Glomeris connexa	3 d	Seq_191	0.14408980448182976	1.0116062388177487	Inf	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_192	0.07536553262824021	1.0205750906822475	0.10644933635115428	0.40744329350320085	8	3	Fail
Glomeris connexa	3 d	Seq_1937	-8.044148028469404	3.9301059358102934	0.9998195753657331	1	2	1	Fail
Glomeris connexa	3 d	Seq_1942	0.1709815774152162	0.9986945674191209	0.20847750337622753	0.6509603676849554	3	3	Fail
Glomeris connexa	3 d	Seq_1946	-0.1290140621467588	0.9944055494486524	Inf	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_1956	0.018585665129890717	0.9755487362513525	0.399029902169234	0.9626596389832771	2	2	Fail
Glomeris connexa	3 d	Seq_1964	0.6644324910454221	1.3632440364392528	0.004222160223697716	0.029705209232474394	1	1	Pass
Glomeris connexa	3 d	Seq_1977	-0.19939456518358542	1.0491027209884694	0.5145550510634788	1	4	3	Fail
Glomeris connexa	3 d	Seq_1982	0.05637061583923225	1.007770872386825	0.12935107984452615	0.44896680621750595	3	2	Fail
Glomeris connexa	3 d	Seq_1984	-0.2363100657880345	0.9681406589798355	0.7273858855525694	1	9	3	Fail
Glomeris connexa	3 d	Seq_199	0.53298119468564	0.6211945054856992	1.1261936347195616e-4	0.0010769226632005807	10	3	Pass
Glomeris connexa	3 d	Seq_1994	-0.03959487785754851	0.9003522469118573	0.3007354664978213	0.7475424452945844	3	3	Fail
Glomeris connexa	3 d	Seq_1999	-0.4237431055546236	1.159296117870428	0.9942509735693887	1	6	2	Fail
Glomeris connexa	3 d	Seq_2	-1.066881878095403	0.41031705915672473	0.2982554937371801	0.7475424452945844	12	3	Fail
Glomeris connexa	3 d	Seq_2010	-13.301398569645112	4.059028438337551	0.9999999995187916	1	1	1	Fail
Glomeris connexa	3 d	Seq_2011	0.4957595723030635	1.1900901145730138	0.02407672930451518	0.1119038858777623	6	1	Fail
Glomeris connexa	3 d	Seq_2024	-0.9954805577538898	1.9374290054701186	0.9964815677658044	1	3	1	Fail
Glomeris connexa	3 d	Seq_2055	-12.560790758531025	3.9775368492091348	0.9999999975139687	1	6	1	Fail
Glomeris connexa	3 d	Seq_2057	0.2229335460867634	1.053447401733004	0.058989591729169295	0.23751072459376057	2	2	Fail
Glomeris connexa	3 d	Seq_206	-0.05011250070101275	0.967110157660303	0.33684290263676686	0.8197295812419222	11	2	Fail
Glomeris connexa	3 d	Seq_2061	0.055473806365331745	0.9114485224844637	0.3472631550478744	0.8996213278421444	4	2	Fail
Glomeris connexa	3 d	Seq_2065	-0.04520710855511624	0.9006619872972238	0.4583630297157779	0.9609056285607874	3	3	Fail
Glomeris connexa	3 d	Seq_2082	-0.2170091195904181	1.0411346041621679	Inf	Inf	2	2	Fail
Glomeris connexa	3 d	Seq_2089	-0.2974924864323618	1.0450935097869931	0.47346625454756247	1	7	3	Fail
Glomeris connexa	3 d	Seq_2094	-0.5958492257298347	1.309587059189358	0.9998154681285728	1	1	1	Fail
Glomeris connexa	3 d	Seq_21	-4.015571828116638	0.9282293116268883	0.08983556175016058	0.33937878883393996	9	2	Fail
Glomeris connexa	3 d	Seq_2112	-0.07115895966052188	0.9767824522976457	0.3979690321105418	0.8935046656417326	7	3	Fail
Glomeris connexa	3 d	Seq_2113	-0.3729346777807575	1.1254441492915066	0.9945072916476517	1	5	1	Fail
Glomeris connexa	3 d	Seq_2130	-0.29499322822192275	1.0835281237878691	0.9616502426265964	Inf	7	2	Fail
Glomeris connexa	3 d	Seq_214	0.740651091342737	0.5725439955225801	0.020418030722604695	0.0991732920812228	8	3	Pass
Glomeris connexa	3 d	Seq_2143	0.10886140029061062	0.9984754584610567	0.407838775345426	0.8975683473114882	8	2	Fail
Glomeris connexa	3 d	Seq_2151	0.18948038984324142	1.0368222117092492	0.21946720642526502	Inf	7	1	Fail
Glomeris connexa	3 d	Seq_216	1.277887919459998	1.1902655379333396	2.0081786876267484e-4	0.0026729550807721545	5	3	Pass
Glomeris connexa	3 d	Seq_2161	-3.606726433029723	1.966624868055585	0.999998640755417	1	5	3	Fail
Glomeris connexa	3 d	Seq_2165	-0.7748801804921329	1.3078439349753619	0.9347295356980823	1	8	3	Fail
Glomeris connexa	3 d	Seq_2177	-0.07359828054505765	0.9828715949189424	0.6061543770315946	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_2179	0.19525131290196854	1.03917793243464	Inf	Inf	2	1	Fail
Glomeris connexa	3 d	Seq_2182	-0.6157205242153314	1.2681469529283782	0.9675456331209394	1	1	1	Fail
Glomeris connexa	3 d	Seq_219	-1.3713321749380325	0.6165984141120339	0.5675254246984716	1	11	3	Fail
Glomeris connexa	3 d	Seq_22	-0.319899152686159	0.9772992038585362	0.68520185910067	1	4	2	Fail
Glomeris connexa	3 d	Seq_221	1.4698939498726897	1.3669342115423369	0.0013479142051728403	0.012099881004574799	8	2	Pass
Glomeris connexa	3 d	Seq_2219	0.2275672992987518	1.0280047601166802	0.10810986877178978	0.35492673898663063	7	3	Fail
Glomeris connexa	3 d	Seq_2222	0.2966873004315182	1.0890258552099594	0.023205812294813798	0.1092458240340465	3	3	Fail
Glomeris connexa	3 d	Seq_2231	-0.315155659075821	1.043520430190937	Inf	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_2241	-0.6775272739959461	1.1943179563687485	0.9279927382388643	1	4	2	Fail
Glomeris connexa	3 d	Seq_2259	0.20742914363013415	1.0451657831485826	0.1453759890458007	Inf	4	1	Fail
Glomeris connexa	3 d	Seq_2267	-0.23894440500394	1.034155402580099	0.8256822778745239	1	1	1	Fail
Glomeris connexa	3 d	Seq_227	-2.059980848941017	0.9675282032083076	0.5594903413876341	1	10	3	Fail
Glomeris connexa	3 d	Seq_2275	0.16114232005760903	1.0018668755066937	0.2775012415189335	0.7100767062396239	4	1	Fail
Glomeris connexa	3 d	Seq_2278	-0.06256134923782705	0.944877240299284	0.5294628456108771	1	3	2	Fail
Glomeris connexa	3 d	Seq_2288	0.21851630763142343	1.0491831678124017	0.06193669295673438	0.22997406080945393	4	3	Fail
Glomeris connexa	3 d	Seq_2290	-0.2910592597351665	1.0804313136672952	0.9485416286591092	Inf	2	1	Fail
Glomeris connexa	3 d	Seq_23	0.0858205681525095	0.9924023317585005	0.19393257500856406	0.5947836300159197	8	2	Fail
Glomeris connexa	3 d	Seq_2313	0.08032733626047993	0.9292494532233224	0.371467217444528	0.8618039444713048	5	3	Fail
Glomeris connexa	3 d	Seq_2314	0.01863310819997641	0.9747910580682538	0.273988540889282	0.7100767062396239	5	3	Fail
Glomeris connexa	3 d	Seq_2318	-0.39955612082862174	1.00590255081857	0.8241760004593577	1	1	1	Fail
Glomeris connexa	3 d	Seq_232	-4.206342264200057	0.9789955388602875	0.9985740726997269	1	7	2	Fail
Glomeris connexa	3 d	Seq_2329	-0.2910603682466409	1.0804279820431775	Inf	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_2333	-0.021205689164320644	0.9686269997867218	0.4363822576417886	0.9376252541411406	7	3	Fail
Glomeris connexa	3 d	Seq_2334	0.3269133153386894	1.0998756924800757	0.032675035214773385	0.13977226948262328	4	2	Fail
Glomeris connexa	3 d	Seq_2348	-0.2996462624867545	1.0873253949238342	0.9921023078488235	1	1	1	Fail
Glomeris connexa	3 d	Seq_235	0.057582639434713895	0.7238070810745146	0.24178629365867227	0.6655367161822319	5	3	Fail
Glomeris connexa	3 d	Seq_2358	8.220706161817908	3.4486875414348073	8.807224212364795e-6	1.6997942729864057e-4	2	1	Pass
Glomeris connexa	3 d	Seq_237	0.9956399512066318	0.6286499511779795	2.5544701154206104e-4	0.002112615825185694	12	3	Pass
Glomeris connexa	3 d	Seq_2371	0.2844186811912767	1.0781164867590018	0.03207597268511063	0.17196285356184307	4	3	Fail
Glomeris connexa	3 d	Seq_2378	-2.7312866449153095	2.121554085936708	0.9761886922251323	1	2	2	Fail
Glomeris connexa	3 d	Seq_238	-4.716721321210274	1.0766740399848245	0.99999714176426	1	6	2	Fail
Glomeris connexa	3 d	Seq_2387	-0.523217065121391	1.0924275391421725	Inf	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_2392	0.32067601846478133	1.094678674972213	0.023992335657483117	0.1119038858777623	2	2	Fail
Glomeris connexa	3 d	Seq_2394	-0.2633720113476252	1.0638648522430074	0.7266251312134766	1	7	3	Fail
Glomeris connexa	3 d	Seq_2411	-0.08846155844603015	0.9491228399327412	0.4861545919513418	1	2	2	Fail
Glomeris connexa	3 d	Seq_2413	-1.5601460713238926	1.895691838286334	0.9832847762853235	1	2	1	Fail
Glomeris connexa	3 d	Seq_2417	0.0680857685044519	1.0313725794495512	0.08249674115470584	0.28440759499794127	4	3	Fail
Glomeris connexa	3 d	Seq_2420	-0.13583646637115535	0.9711972258082845	0.5820656622734424	1	5	2	Fail
Glomeris connexa	3 d	Seq_2422	0.3175950875370838	0.9477447274769528	0.11733278334761447	0.3810937435311688	4	2	Fail
Glomeris connexa	3 d	Seq_2423	0.1762570613156445	1.0129725468803479	0.14811582935404866	0.4928681907815757	3	2	Fail
Glomeris connexa	3 d	Seq_2444	-0.13872163245398725	1.0368689328771903	0.2964812314120702	Inf	6	3	Fail
Glomeris connexa	3 d	Seq_2454	4.251949683554631	2.115606583233562	7.314746465244957e-5	7.461041394549856e-4	3	1	Pass
Glomeris connexa	3 d	Seq_248	-4.104767952109139	0.9680475314522726	0.9990709940145245	1	9	3	Fail
Glomeris connexa	3 d	Seq_2491	-0.525004753802093	1.2390850775323055	0.9996281504184675	1	1	1	Fail
Glomeris connexa	3 d	Seq_2495	0.27434563860397165	1.0743210998367463	0.024438779674453837	0.1119038858777623	2	2	Fail
Glomeris connexa	3 d	Seq_2499	-0.28618728006146565	1.0602552721547205	0.8875894663893081	1	3	1	Fail
Glomeris connexa	3 d	Seq_25	0.1551076881628567	1.0034034532589842	0.28472768785515956	0.7964122283484898	7	1	Fail
Glomeris connexa	3 d	Seq_2500	0.1634459617201636	1.0150273563938501	0.13715195793363935	0.4299899221703288	5	3	Fail
Glomeris connexa	3 d	Seq_2501	0.014074317763327265	1.0702733850169412	0.1008278536798072	0.3373855103901241	2	2	Fail
Glomeris connexa	3 d	Seq_2502	0.243193299002518	0.9972995850191994	0.15890837744873948	0.5111552807934453	3	2	Fail
Glomeris connexa	3 d	Seq_2503	-0.5431171051235391	1.0835379145745143	0.8865637329600435	1	7	2	Fail
Glomeris connexa	3 d	Seq_2508	-0.1998064063594266	1.021867357015302	Inf	Inf	1	1	Fail
Glomeris connexa	3 d	Seq_252	-2.9952569875374575	1.3945720265608916	0.9949436204596148	1	8	3	Fail
Glomeris connexa	3 d	Seq_2526	0.20258899822935983	1.0428843465817663	0.14765957693858908	Inf	4	2	Fail
Glomeris connexa	3 d	Seq_2527	0.15047752081429153	1.022712774233424	Inf	Inf	3	1	Fail
Glomeris connexa	3 d	Seq_253	-2.205779269722376	1.5274066364498837	0.11736423826377912	0.4231563372963581	9	3	Fail
Glomeris connexa	3 d	Seq_2533	-0.09083085851626778	0.9855675626373006	Inf	Inf	5	2	Fail
Glomeris connexa	3 d	Seq_2541	-0.2956683369237933	1.0840643948874777	0.968511673140694	Inf	3	1	Fail
Glomeris connexa	3 d	Seq_255	-4.075670154069336	0.8497000358289738	0.9997052300621426	1	9	3	Fail
Glomeris connexa	3 d	Seq_2559	0.5241994965339013	1.2240606743773297	0.00617190098968104	0.04254203182173003	4	2	Pass
Glomeris connexa	3 d	Seq_2579	0.05151229015503134	0.96303268495888394	0.4419697377219896	0.9748589643467884	1	1	Fail
Glomeris connexa	3 d	Seq_258	4.686209555676459	0.672306119396863	4.7674281753931354e-26	4.862776738900998e-24	5	3	Pass
Glomeris connexa	3 d	Seq_2583	0.21148541101973511	1.0474446454702382	0.13645309817814058	Inf	2	2	Fail
Glomeris connexa	3 d	Seq_2592	0.2682495674016755	1.0265216064215223	0.18696683154254543	0.5438347743393821	4	1	Fail
Glomeris connexa	3 d	Seq_2594	-0.22917710259461033	0.9915492673852385	0.7512723777161684	1	1	1	Fail
Glomeris connexa	3 d	Seq_26	0.2265773382073862	1.042643406498967	0.3361807963387039	0.951441220949608	5	2	Fail
Glomeris connexa	3 d	Seq_260	-1.282844387677895	1.4204789418963633	0.3953180186881975	1	10	3	Fail
Glomeris connexa	3 d	Seq_261	2.751398104300307	0.6757863544995419	4.761660595981062e-15	4.142644718503524e-13	12	3	Pass
Glomeris connexa	3 d	Seq_2624	-0.2941413834414643	1.0828438851568838	0.9616502426265964	Inf	2	1	Fail
Glomeris connexa	3 d	Seq_2627	0.09433449225286	0.9820920124467883	0.2943946276901747	0.8419136081606866	5	2	Fail
Glomeris connexa	3 d	Seq_2629	1.052159482281205	1.3701770826419706	0.009834378571642752	0.0611136382666371	3	2	Pass
Glomeris connexa	3 d	Seq_2640	-0.02276713016959352	1.0126484740165191	0.334681293326398	0.8197295812419222	6	3	Fail
Glomeris connexa	3 d	Seq_2645	0.2561267370424885	1.066417471854219	0.02903458398543583	0.15784999180814407	1	1	Fail
Glomeris connexa	3 d	Seq_2649	0.20538440264766453	1.0453113239192058	Inf	Inf	5	2	Fail
Glomeris connexa	3 d	Seq_265	-0.9916779609140122	1.5378433408652523	0.9693804010411694	1	6	1	Fail
Glomeris connexa	3 d	Seq_2680	9.174569132706907	3.3141705543813744	2.9085647438786646e-7	7.016912444607278e-6	1	1	Pass
Glomeris connexa	3 d	Seq_27	-0.2041027706011561	1.1165135258901473	0.04206279785513306	0.20815692271899183	11	3	Fail
Glomeris connexa	3 d	Seq_2702	-0.5571375404646803	1.106703742444888	0.8987546854997042	1	6	1	Fail
