ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_12405	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Solibacter	Solibacter_usitatus(RS_GCF_000014905_1)	100	100	100	100	100	96	96
Seq_12406	Bacteria	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	NA	100	100	100	83	83	79	1
Seq_12407	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_J	Clostridium_J_sulfidigenes(RS_GCF_000732635_1)	100	100	100	100	100	99	99
Seq_12408	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	100	45
Seq_12409	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium_sp001425305(RS_GCF_001425305_1)	100	100	100	100	100	95	82
Seq_12410	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	NA	NA	100	100	100	97	93	44	44
Seq_12411	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	97	96	27	25	25	23
Seq_12412	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	CF-154	CF-154_sp005879655(GB_GCA_005879655_1)	100	55	55	55	55	55	55
Seq_12413	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	Granulicatella_elegans(RS_GCF_000162475_2)	100	100	100	61	57	57	57
Seq_12414	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	NA	NA	NA	100	96	96	63	46	30	30
Seq_12415	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	68	35	35	32	32	32
Seq_12416	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	95	95	57	57	57	57
Seq_12417	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	NA	NA	100	96	96	94	92	46	46
Seq_12418	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	Anaerosporobacter_mobilis(RS_GCF_900142955_1)	100	100	100	100	100	62	62
Seq_12419	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	97	97	69	69	39	39
Seq_12420	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA	100	100	100	100	100	100	44
Seq_12421	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	Anaerosporobacter_mobilis(RS_GCF_900142955_1)	100	100	100	97	88	59	59
Seq_12422	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	94	94	67	57	28	18
Seq_12423	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	Papillibacter_cinnamivorans(RS_GCF_900176335_1)	100	96	96	89	86	58	58
Seq_12424	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	95	95	61	58	5	2
Seq_12425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	100	100	100	100	100	100	30
Seq_12426	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	Papillibacter_cinnamivorans(RS_GCF_900176335_1)	100	100	100	88	88	63	63
Seq_12427	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA	100	100	100	100	95	62	15
Seq_12428	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	99	53	44	33	33	19	19
Seq_12429	Bacteria	NA	NA	NA	NA	NA	NA	100	36	15	15	14	14	14
Seq_12430	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA	100	94	94	94	67	49	49
Seq_12431	Bacteria	NA	NA	NA	NA	NA	NA	84	14	14	8	4	4	4
Seq_12432	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetaceae	Planctomicrobium	Planctomicrobium_piriforme(RS_GCF_900113665_1)	100	100	100	100	100	91	91
Seq_12433	Bacteria	Firmicutes	Bacilli	RF39	CAG-822	UBA5026	UBA5026_sp900546745(GB_GCA_900546745_1)	100	100	100	100	62	59	59
Seq_12434	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	96	95	78	28	28	28
Seq_12435	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	76	73	30	14	14	14
Seq_12436	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA	100	100	100	100	92	92	10
Seq_12437	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	UBA2705	UBA2705_sp002690045(GB_GCA_002690045_1)	100	94	93	83	81	60	60
Seq_12438	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	100	100	100	100	100	100	49
Seq_12439	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Micromonosporaceae	Micromonospora	NA	100	100	100	100	100	99	9
Seq_12440	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	IMCC26207	IMCC26207_sp001025035(RS_GCF_001025035_1)	100	100	95	95	70	70	70
Seq_12441	Bacteria	Firmicutes	Bacilli	Bacillales	Domibacillaceae	Domibacillus	NA	100	100	100	99	60	60	42
Seq_12442	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA7805	UBA7805	UBA7805_sp002168195(GB_GCA_002168195_1)	100	99	99	97	64	64	64
Seq_12443	Bacteria	NA	NA	NA	NA	NA	NA	100	48	43	13	10	9	9
Seq_12444	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	NA	NA	NA	100	100	100	85	32	27	7
Seq_12445	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia_viride(RS_GCF_000620945_1)	100	100	100	90	84	73	73
Seq_12446	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	UBA1436	UBA1436_sp900315845(GB_GCA_900315845_1)	100	99	99	99	99	99	67
Seq_12447	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA	100	97	91	86	72	72	25
Seq_12448	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	99	72	72	54	38	15	14
Seq_12449	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	25	25
Seq_12450	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	99	34
Seq_12451	Bacteria	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp000974485(RS_GCF_000974485_1)	100	99	99	98	98	98	53
Seq_12452	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	VAYN01	VAYN01_sp005885405(GB_GCA_005885405_1)	100	99	99	99	99	99	99
Seq_12453	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Ereboglobus	Ereboglobus_sp001650175(RS_GCF_001650175_1)	100	100	100	100	100	96	91
Seq_12454	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA	NA	100	99	99	95	95	34	34
Seq_12455	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	100	100	77	77	77	77
Seq_12456	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Frigididesulfovibrio	NA	100	88	83	83	77	50	43
Seq_12457	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	Marseille-P3106_sp900169975(RS_GCF_900169975_1)	100	100	100	100	75	69	69
Seq_12458	Bacteria	NA	NA	NA	NA	NA	NA	100	23	21	21	10	10	10
Seq_12459	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	QHWT01	QHWT01_sp003222675(GB_GCA_003222675_1)	100	99	99	99	97	97	97
Seq_12460	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	NA	100	100	100	100	100	97	28
Seq_12461	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA	100	100	100	100	74	32	15
Seq_12462	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides_sp003858535(RS_GCF_003858535_1)	100	100	100	100	100	96	92
Seq_12463	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	98	98	81	80	42	42
Seq_12464	Bacteria	NA	NA	NA	NA	NA	NA	97	8	8	8	8	8	8
Seq_12465	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	Truepera_radiovictrix(RS_GCF_000092425_1)	100	95	95	95	94	71	71
Seq_12466	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_B	Ruminococcus_B_gnavus(RS_GCF_002959615_1)	100	100	100	100	100	67	67
Seq_12467	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	NA	NA	NA	100	96	96	96	24	24	24
Seq_12468	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	100	96	29	29
Seq_12469	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	QWPN01	QWPN01_sp003669255(GB_GCA_003669255_1)	100	100	100	100	57	52	52
Seq_12470	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	87	86	78	47	24	22
Seq_12471	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	89	88	59	38	38	38
Seq_12472	Bacteria	NA	NA	NA	NA	NA	NA	100	46	46	30	10	8	8
Seq_12473	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera_sp001546855(RS_GCF_001546855_1)	100	99	99	99	99	95	95
Seq_12474	Bacteria	Firmicutes	Bacilli	RF39	CAG-822	UBA3631	UBA3631_sp900546275(GB_GCA_900546275_1)	100	100	100	100	99	54	54
Seq_12475	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	100	100	44	44
Seq_12476	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994	UMGS1994_sp900553945(GB_GCA_900553945_1)	100	100	100	95	95	78	78
Seq_12477	Bacteria	NA	NA	NA	NA	NA	NA	98	24	18	16	16	16	16
Seq_12478	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	94	94	93	49	35	35
Seq_12479	Bacteria	Bdellovibrionota	Bdellovibrionia_A	UBA1018	UBA1018	XYD1-FULL-53-11	XYD1-FULL-53-11_sp001770165(GB_GCA_001770165_1)	100	99	99	99	99	99	99
Seq_12480	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor_sp900079765(GB_GCA_900079765_1)	100	100	100	100	96	51	51
Seq_12481	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	36	36
Seq_12482	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_marinus(RS_GCF_900096915_1)	100	100	100	100	100	90	59
Seq_12483	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA	100	51	50	50	43	35	1
Seq_12484	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA	100	98	95	32	32	24	24
Seq_12485	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	90	90	74	27	27	27
Seq_12486	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	97	49	49	44	39	39
Seq_12487	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	Papillibacter_cinnamivorans(RS_GCF_900176335_1)	100	98	98	92	89	88	88
Seq_12488	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	74	74	61	14	14	11
Seq_12489	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	80	79	22	21	14	6
Seq_12490	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	89	89	82	33	33	33
Seq_12491	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera	Thauera_propionica(RS_GCF_002245655_1)	100	100	100	100	98	70	65
Seq_12492	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA	100	100	100	100	100	100	12
Seq_12493	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA	100	98	96	56	56	48	48
Seq_12494	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	Elusimicrobium_minutum(RS_GCF_000020145_1)	100	100	100	100	100	86	86
Seq_12495	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Humibacter	Humibacter_albus(RS_GCF_000421825_1)	100	100	100	100	99	59	59
Seq_12496	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	83	83	77	48	32	27
Seq_12497	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	68	60	31	29	25	18
Seq_12498	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	AM07-15_sp003477405(RS_GCF_003477405_1)	100	100	100	100	53	53	53
Seq_12499	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	97	96	89	87	22	6
Seq_12500	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	53	52	36	35	15	15
Seq_12501	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	93	38	38	28	28	28
Seq_12502	Bacteria	Firmicutes_B	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	NA	NA	100	100	100	100	100	36	17
Seq_12503	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Massilioclostridium	Massilioclostridium_coli(RS_GCF_900095865_1)	100	95	94	87	72	53	53
Seq_12504	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	88	88	78	26	19	13
Seq_12505	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas_timonensis(RS_GCF_900626145_1)	100	100	100	99	86	53	52
Seq_12506	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	NA	100	100	100	96	94	89	35
Seq_12507	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum_butyriciproducens(RS_GCF_003096535_1)	100	100	100	100	100	100	72
Seq_12508	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	67-14	67-14_sp001897355(GB_GCA_001897355_1)	100	100	100	100	93	84	84
Seq_12509	Bacteria	NA	NA	NA	NA	NA	NA	100	41	33	33	31	31	31
Seq_12510	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	87	59	25	24	22	19
Seq_12511	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	100	100	100	100	20	18	16
Seq_12512	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	81	80	37	37	37	37
Seq_12513	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas_A	Sphingomonas_A_ginsengisoli(RS_GCF_003332855_1)	100	100	100	100	100	93	78
Seq_12514	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_elongatus(RS_GCF_004745955_1)	100	100	100	100	100	100	75
Seq_12515	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	Terrimicrobium_sacchariphilum(RS_GCF_001613545_1)	100	100	100	100	99	99	99
Seq_12516	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	OLB17_sp001464665(GB_GCA_001464665_1)	100	100	100	100	100	100	61
Seq_12517	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	100	100	100	100	49	49
Seq_12518	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia_submarina(RS_GCF_003056345_1)	100	100	100	100	100	100	75
Seq_12519	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	82	79	34	34	33	28
Seq_12520	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	74	74	61	41	41	30
Seq_12521	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	NA	NA	100	99	98	92	54	30	30
Seq_12522	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA	100	100	100	100	93	92	6
Seq_12523	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	89	89	42	42	22	22
Seq_12524	Bacteria	NA	NA	NA	NA	NA	NA	100	36	36	36	36	36	36
Seq_12525	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	31	19
Seq_12526	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas_timonensis(RS_GCF_900626145_1)	100	100	100	100	100	60	59
Seq_12527	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella_scopos(RS_GCF_001683355_1)	100	100	100	100	100	100	70
Seq_12528	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Soleaferrea	Soleaferrea_massiliensis(RS_GCF_000820765_1)	100	100	100	100	94	75	75
Seq_12529	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	94	86	33	33
Seq_12530	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	84	84	25	14	13	13
Seq_12531	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	100	73	73	38	29	18	18
Seq_12532	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	IMCC26207	IMCC26207_sp001025035(RS_GCF_001025035_1)	100	99	93	86	52	52	52
Seq_12533	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	87	62	48	42	15	9
Seq_12534	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	100	100	100	98	98	27	16
Seq_12535	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	92	91	76	76	38	38
Seq_12536	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA	100	83	83	83	80	44	17
Seq_12537	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Ga0077529	SZUA-42	SZUA-42_sp003233055(GB_GCA_003233055_1)	100	100	100	100	68	68	68
Seq_12538	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	99	96	82	46	46	46
Seq_12539	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA	100	100	100	100	100	40	40
Seq_12540	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	90	73	48	43	3	2
Seq_12541	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	UBA3637	UBA7488	UBA7488_sp002477185(GB_GCA_002477185_1)	100	95	93	88	87	87	87
Seq_12542	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	88	87	26	26	19	19
Seq_12543	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA	100	100	100	100	100	66	27
Seq_12544	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	96	96	82	64	64	63
Seq_12545	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetaceae	MB-PLM-1	MB-PLM-1_sp003388505(GB_GCA_003388505_1)	100	100	100	100	98	91	91
Seq_12546	Bacteria	NA	NA	NA	NA	NA	NA	93	15	14	11	11	8	8
Seq_12547	Bacteria	Firmicutes_A	Clostridia	Clostridiales	NA	NA	NA	100	66	65	61	32	19	19
Seq_12548	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	85	81	81	79	79	79
Seq_12549	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	98	98	95	50	34	18
Seq_12550	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	77	76	33	33	12	12
Seq_12551	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	95	37	37	34	34	34
Seq_12552	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-977	CAG-977	CAG-977_sp900553035(GB_GCA_900553035_1)	100	79	78	63	62	61	61
Seq_12553	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	99	99	98	93	93	86
Seq_12554	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	NA	NA	100	93	70	70	68	47	47
Seq_12555	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	100	100	100	100	100	67	44
Seq_12556	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Tsukamurella	Tsukamurella_paurometabola(RS_GCF_000092225_1)	100	100	100	100	100	98	75
Seq_12557	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	100	100	28	27	6	6
Seq_12558	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	100	99	86	86	86	86
Seq_12559	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Dietzia	Dietzia_cinnamea_A(RS_GCF_000186325_1)	100	100	100	100	100	90	90
Seq_12560	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	Terrimicrobium_sp003054655(RS_GCF_003054655_1)	100	100	100	100	99	99	99
Seq_12561	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	100	100	100	100	100	44	11
Seq_12562	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_tucsonensis(RS_GCF_001468035_1)	100	100	100	100	100	99	69
Seq_12563	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	EW11	EW11_sp003054665(RS_GCF_003054665_1)	100	99	99	99	99	69	69
Seq_12564	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	QWPN01	QWPN01_sp003669255(GB_GCA_003669255_1)	100	100	100	100	59	50	50
Seq_12565	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	NA	NA	NA	100	100	100	74	25	24	9
Seq_12566	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Chthoniobacter_flavus(RS_GCF_000173075_1)	100	100	100	95	94	94	94
Seq_12567	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	97	97	88	32	32	15
Seq_12568	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	97	97	95	54	54	54
Seq_12569	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Terribacillus	NA	100	99	99	99	93	92	45
Seq_12570	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	100	100	100	100	100	90	21
Seq_12571	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	86	86	14	14
Seq_12572	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	100	100	94	32	18	18
Seq_12573	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA	100	91	91	83	55	55	40
Seq_12574	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Marseille-P4683	Marseille-P4683_sp900232885(RS_GCF_900232885_1)	100	100	100	100	93	60	60
Seq_12575	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas_A	NA	100	100	100	100	100	93	35
Seq_12576	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	92	92	89	45	34	33
Seq_12577	Bacteria	Chloroflexota	Ellin6529	CSP1-4	CSP1-4	GWC2-73-18	GWC2-73-18_sp001794945(GB_GCA_001794945_1)	100	99	99	84	84	84	84
Seq_12578	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mobilisporobacter	Mobilisporobacter_senegalensis(RS_GCF_003752155_1)	100	100	100	100	100	93	93
Seq_12579	Bacteria	Verrucomicrobiota_A	Chlamydiia	Parachlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	96	44	44
Seq_12580	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	NA	NA	100	100	100	97	95	26	17
Seq_12581	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	QALR01	QALR01_sp900552255(GB_GCA_900552255_1)	100	89	89	82	80	80	80
Seq_12582	Bacteria	Firmicutes	Bacilli	RF39	CAG-1000	UBA6985	UBA6985_sp900314465(GB_GCA_900314465_1)	100	97	97	97	64	64	64
Seq_12583	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	99	98	53	44	44
Seq_12584	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA9506	UMGS755	UMGS755_sp900545185(GB_GCA_900545185_1)	100	97	97	51	50	50	50
Seq_12585	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Gemmata_obscuriglobus(RS_GCF_000171775_1)	100	97	97	86	86	85	84
Seq_12586	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	91	91	57	28	28	28
Seq_12587	Bacteria	NA	NA	NA	NA	NA	NA	100	25	25	15	14	12	12
Seq_12588	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	77	29	29	29	29	29
Seq_12589	Bacteria	NA	NA	NA	NA	NA	NA	100	11	11	11	11	9	4
