ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_11501	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	93	51	51
Seq_11502	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	100	100	100	100	100	100	53
Seq_11503	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA	100	100	100	100	100	95	95
Seq_11504	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Termite planctomycete cluster	NA	100	100	100	100	100	100	100
Seq_11505	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA	NA	100	100	99	99	99	45	45
Seq_11506	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	apodemi	100	100	100	99	90	87	50
Seq_11507	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	NA	100	100	100	100	100	84	71
Seq_11508	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA	100	100	99	94	90	81	80
Seq_11509	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA	100	100	100	100	100	100	100
Seq_11510	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	100	100	100	100	100	44	34
Seq_11511	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	96	91	91	91
Seq_11512	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	93	93	93	93
Seq_11513	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	97	96	96	94	92	51
Seq_11514	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	99	97	97	97
Seq_11515	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA	100	100	100	100	96	75	75
Seq_11516	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	NA	NA	NA	100	100	100	100	100	100	100
Seq_11517	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	100	100	37	34
Seq_11518	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100	100
Seq_11519	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	bilis	100	100	100	100	100	100	95
Seq_11520	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	100	100	72	72
Seq_11521	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	71	71
Seq_11522	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	meqaterium	100	100	100	100	98	98	51
Seq_11523	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	99	99	99
Seq_11524	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	mexicana	100	100	100	100	100	100	56
Seq_11525	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	cuneatus	100	99	99	99	99	99	65
Seq_11526	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	100	100	100	100	100	99	86
Seq_11527	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	94	93	93	83	83	79
Seq_11528	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Telmatocola	NA	100	100	100	100	100	96	73
Seq_11529	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA	100	100	100	100	100	100	100
Seq_11530	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	100	99	92	84	84	84
Seq_11531	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	91	73	51	36	36	36
Seq_11532	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	arenae	100	98	98	93	92	71	50
Seq_11533	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	99	97	19
Seq_11534	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	100	94	49	49	49	27
Seq_11535	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	100	98	97	79	79	79	77
Seq_11536	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	99	99	97	96	96	96
Seq_11537	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA	100	100	100	100	100	100	100
Seq_11538	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	66	51	33	33	24	24
Seq_11539	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	85	71	18	18	14	9
Seq_11540	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	74	73	67	67	24	23
Seq_11541	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	99	86	54	54	52	52
Seq_11542	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	95	88	37	37	20	20
Seq_11543	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	100	99	99
Seq_11544	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	100	100	100	100	100
Seq_11545	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	100	100	100	100	100	95	95
Seq_11546	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	97	82	82	80	26
Seq_11547	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	100	99	99
Seq_11548	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	100	100	100	100
Seq_11549	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA	100	100	100	100	100	94	37
Seq_11550	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA	NA	100	100	100	100	100	100	100
Seq_11551	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA	100	77	77	76	62	24	24
Seq_11552	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	99	99	99	99
Seq_11553	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	NA	100	100	100	100	100	97	75
Seq_11554	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA	100	95	90	89	89	89	89
Seq_11555	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	100	100	100	89	83
Seq_11556	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	95	82	53	53	53	53
Seq_11557	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Termite planctomycete cluster	NA	100	100	100	100	100	100	100
Seq_11558	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	100	100	100	98	98	19	19
Seq_11559	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	42
Seq_11560	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	99	99	54	11
Seq_11561	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium	NA	100	100	100	100	100	70	70
Seq_11562	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	100	100	94	94	94	94
Seq_11563	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	97	97
Seq_11564	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	71	54	26	16	16	16
Seq_11565	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	99	84	84	71	71
Seq_11566	Bacteria	Firmicutes	Clostridia	Lachnospirales	NA	NA	NA	100	96	96	90	47	13	9
Seq_11567	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	smilacinae	100	100	100	100	100	100	64
Seq_11568	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA	100	100	100	100	100	100	99
Seq_11569	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	NA	100	100	100	100	100	81	79
Seq_11570	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	graminis	100	100	100	100	100	100	53
Seq_11571	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	36	36
Seq_11572	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	99	99	32
Seq_11573	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	96	90	41	41	25	25
Seq_11574	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	butyriciproducens	100	100	100	99	87	76	75
Seq_11575	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	NA	100	100	100	100	100	100	100
Seq_11576	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Salinicoccus	NA	100	100	100	100	100	79	74
Seq_11577	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	100	100	100	100	98	98	32
Seq_11578	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	91	87	71	71	71	71
Seq_11579	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	55	53	45	42	39	20
Seq_11580	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	97	96	36	15	5	5
Seq_11581	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	100	97	91	53	53	53
Seq_11582	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	57	23	23
Seq_11583	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA	100	100	100	100	100	86	86
Seq_11584	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema CCAP 1459-11B	NA	100	100	100	100	100	100	100
Seq_11585	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	97	97	90	89	69	69
Seq_11586	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	97	91	85	83	49	49
Seq_11587	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	99	61	43	43
Seq_11588	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	NA	100	96	96	96	63	55	55
Seq_11589	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	86	55	17	17	17	8
Seq_11590	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Chitiniphilus	shinanonensis	100	100	100	100	100	96	83
Seq_11591	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	NA	100	99	99	91	80	79	79
Seq_11592	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	100	100	100	100	100	100	100
Seq_11593	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	brasilense	100	100	100	100	100	100	51
Seq_11594	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA	100	100	100	100	100	88	88
Seq_11595	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	prasina	100	100	100	100	100	100	73
Seq_11596	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	100	100	100	100	99	40	40
Seq_11597	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	100	100	100	100
Seq_11598	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA	100	100	100	100	95	81	44
Seq_11599	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	NA	100	100	100	73	73	68	68
Seq_11600	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	39	31
Seq_11601	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	98	98	88	88
Seq_11602	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-011	NA	NA	100	84	66	59	59	59	59
Seq_11603	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA	100	100	100	100	52	52	52
Seq_11604	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA	100	100	100	100	57	57	57
Seq_11605	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Turicella	NA	100	100	100	100	100	84	40
Seq_11606	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	rosa	100	100	100	100	100	99	98
Seq_11607	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Defluviimonas	NA	100	100	100	100	100	70	70
Seq_11608	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium	NA	100	100	100	97	96	84	84
Seq_11609	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	100	93	93	93
Seq_11610	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	100	99	96	96
Seq_11611	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	97	93	93
Seq_11612	Bacteria	NA	NA	NA	NA	NA	NA	100	38	38	38	38	38	38
Seq_11613	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA	100	100	100	100	100	100	100
Seq_11614	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA	100	82	80	80	80	80	80
Seq_11615	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	100	100	100	100	100	100	43
Seq_11616	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	83	83	40	40
Seq_11617	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	80	80	39
Seq_11618	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	NA	100	100	100	100	100	100	100
Seq_11619	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	80	68	68
Seq_11620	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	98	97	83	83	83	83
Seq_11621	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	94	94	92	92	92	92
Seq_11622	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA	100	100	100	100	100	99	99
Seq_11623	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	26	13
Seq_11624	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29	NA	100	100	100	100	99	91	91
Seq_11625	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA	NA	100	92	89	83	83	53	53
Seq_11626	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	82	71	56	56	56	56
Seq_11627	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	98	97	92	89	67	67
Seq_11628	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	97	87	49	24
Seq_11629	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	99	99	95	55	55
Seq_11630	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA	100	99	96	73	38	38	38
Seq_11631	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	NA	100	100	100	100	91	61	54
Seq_11632	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	37	28
Seq_11633	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	multivorum	100	100	100	100	100	100	94
Seq_11634	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	100	100	100	100	100	90	49
Seq_11635	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA	100	100	100	100	100	89	89
Seq_11636	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	91	87	87
Seq_11637	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	98	98	96	96	96
Seq_11638	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA	100	100	100	100	100	100	99
Seq_11639	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	100	100	100	100	93
Seq_11640	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	77	71	47	47	47	47
Seq_11641	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	NA	100	91	91	86	84	54	29
Seq_11642	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	97	96	88	88
Seq_11643	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	NA	NA	100	98	98	98	98	98	98
Seq_11644	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA	100	99	99	99	99	96	96
Seq_11645	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	NA	100	100	100	100	100	100	100
Seq_11646	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	99	97	71	66	38	38
Seq_11647	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	88	78	65	65	65	65
Seq_11648	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	97	97	84	83	75	75
Seq_11649	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA	100	95	95	95	95	93	93
Seq_11650	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	100	100	15	15	15	15
Seq_11651	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	NA	100	100	100	100	100	95	95
Seq_11652	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	100	100	100	100	99	71	71
Seq_11653	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Sporomusa	NA	100	99	95	90	89	80	29
Seq_11654	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	74	66	52	31	17	17
Seq_11655	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA	100	78	73	73	73	73	73
Seq_11656	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	99	69	68	68	68
Seq_11657	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	NA	100	100	100	100	100	100	75
Seq_11658	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	99
Seq_11659	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	NA	100	100	100	100	100	100	82
Seq_11660	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA	NA	100	100	100	100	100	100	100
Seq_11661	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA	100	100	100	100	100	98	95
Seq_11662	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA	100	95	95	95	95	95	95
Seq_11663	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	100	100	100	100	100	100	100
Seq_11664	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	96	71	24	23	7	3
Seq_11665	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	99	93	86	55	39	36
Seq_11666	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	NA	100	99	99	99	83	83	83
Seq_11667	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	98	98	98	98	95	95
Seq_11668	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	90	76	22	7	7	7
Seq_11669	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	95	94	94	92	92	92
Seq_11670	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA	100	100	100	91	89	24	23
Seq_11671	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	90	72	72	64	47	47	38
Seq_11672	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100	46
Seq_11673	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	95	90	46	46
Seq_11674	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	99	93	80	28	28	28	28
Seq_11675	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	99	99	99	97	58	58
Seq_11676	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	NA	100	100	100	100	100	57	52
Seq_11677	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	100	100	100	100	100
Seq_11678	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA	100	100	100	100	100	37	37
Seq_11679	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	100	100	100	100
Seq_11680	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	79	58	24	24	24	24
Seq_11681	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	NA	100	100	100	100	100	100	100
Seq_11682	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA	100	100	100	93	89	89	89
Seq_11683	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	faeni	100	100	100	100	100	100	75
Seq_11684	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	astaxanthinifaciens	100	100	100	100	100	99	63
Seq_11685	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	100	100	100	100	100	100	100
Seq_11686	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	98	98	65	65	65	65
Seq_11687	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Aliterella	NA	100	100	100	100	100	100	100
Seq_11688	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	100	100	100	100	100	100	100
Seq_11689	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	NA	100	100	100	100	100	100	100
Seq_11690	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	asiaticus	100	100	100	100	100	100	76
Seq_11691	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	100	100	100	70	70	70	15
Seq_11692	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	NA	100	100	100	100	100	96	48
Seq_11693	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA	100	100	100	100	100	99	99
Seq_11694	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA	100	100	100	84	77	77	77
Seq_11695	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	100	100	100	100	100	100	83
Seq_11696	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	100	100	100	100
Seq_11697	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	NA	100	100	100	100	100	91	88
Seq_11698	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	NA	100	100	100	100	100	74	74
Seq_11699	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA	100	100	100	100	100	100	100
Seq_11700	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	100	100	100
Seq_11701	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA	100	100	100	100	100	100	100
Seq_11702	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	100	100	100	99	99	99
Seq_11703	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	100	100	98	78	71	71	59
Seq_11704	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	NA	100	100	100	100	92	73	73
Seq_11705	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	95	94	91	82	55	55
